	GENE	ctrl_mean_reads	mean_fc	eb_std	zscore	std sgRNAs/gene	numObs
KANK3-1	KANK3	1559.667	-0.104	0.731	-0.142	0.132	5.000
SSR2-1	SSR2	1558.000	-0.432	0.731	-0.591	0.340	5.000
CHST4-2	CHST4	1558.000	0.137	0.731	0.188	0.149	5.000
GSTA1-1	GSTA1	1557.667	-0.692	0.731	-0.947	0.551	5.000
TYMSOS-5	TYMSOS	1557.667	0.204	0.731	0.279	0.074	5.000
HIST3H2BB-1	HIST3H2BB	1557.333	0.112	0.731	0.153	0.491	5.000
ZNF485-3	ZNF485	1557.000	0.210	0.731	0.287	0.233	5.000
MCRIP2-1	MCRIP2	1556.333	-0.016	0.731	-0.022	0.077	5.000
OSR1-5	OSR1	1556.333	0.247	0.744	0.332	0.092	5.000
chr16_3	chr16_3	1556.000	0.040	0.744	0.053	0.000	1.000
RAPH1-5	RAPH1	1556.000	-0.174	0.744	-0.234	0.141	5.000
MAP1LC3B2-3	MAP1LC3B2	1555.667	-0.174	0.744	-0.234	0.233	5.000
MGAT3-3	MGAT3	1555.333	0.203	0.744	0.273	0.045	5.000
MSH5-1	MSH5	1555.000	-0.038	0.744	-0.052	0.242	5.000
ELK1-4	ELK1	1553.667	0.295	0.744	0.396	0.666	5.000
ZFHX2-1	ZFHX2	1553.333	0.289	0.744	0.388	0.270	5.000
TCF7-1	TCF7	1553.000	-0.107	0.744	-0.144	0.263	5.000
HLA-DMA-2	HLA-DMA	1552.667	0.096	0.744	0.129	0.157	5.000
CXCL5-2	CXCL5	1552.333	0.022	0.744	0.030	0.237	4.000
ZBTB18-3	ZBTB18	1550.667	0.013	0.744	0.018	0.137	5.000
KRTAP12-4-1	KRTAP12-4	1550.667	-0.697	0.744	-0.936	0.497	5.000
GMCL1-2	GMCL1	1550.667	0.254	0.744	0.342	0.144	5.000
STX16-4	STX16	1550.000	0.161	0.744	0.216	0.195	5.000
PSMD6-3	PSMD6	1549.667	-1.393	0.744	-1.872	1.501	5.000
TH-2	TH	1549.667	0.144	0.744	0.194	0.132	5.000
RNF43-2	RNF43	1549.667	0.155	0.744	0.208	0.473	5.000
RFC4-1	RFC4	1547.000	-1.508	0.744	-2.027	1.081	5.000
TPO-3	TPO	1546.333	0.215	0.744	0.289	0.092	5.000
CEMP1-2	CEMP1	1545.333	-0.041	0.744	-0.055	0.184	5.000
PLEKHN1-2	PLEKHN1	1545.333	-0.019	0.744	-0.026	0.149	5.000
CTSS-5	CTSS	1545.333	-0.040	0.744	-0.054	0.135	5.000
KCNK17-3	KCNK17	1545.333	-1.139	0.744	-1.531	0.639	5.000
TOM1L2-4	TOM1L2	1544.667	0.094	0.744	0.127	0.104	5.000
RPS24-5	RPS24	1543.667	-3.130	0.756	-4.141	1.530	5.000
PABPC1L-3	PABPC1L	1543.333	0.308	0.756	0.407	0.314	5.000
NUP93-2	NUP93	1543.333	-3.952	0.756	-5.227	1.787	5.000
FANCA-3	FANCA	1543.333	0.153	0.756	0.203	1.114	5.000
MAML1-3	MAML1	1542.667	0.378	0.756	0.501	0.100	5.000
PCTP-4	PCTP	1541.333	0.089	0.756	0.117	0.158	5.000
KANK3-3	KANK3	1540.667	-0.176	0.756	-0.233	0.132	5.000
RPL9-1	RPL9	1540.000	-0.152	0.756	-0.202	1.621	5.000
ETNK1-2	ETNK1	1539.667	-0.022	0.756	-0.029	0.218	5.000
GABRB1-2	GABRB1	1538.667	0.028	0.756	0.038	0.190	5.000
chr1_1	chr1_1	1537.667	0.121	0.756	0.160	0.000	1.000
TYMSOS-4	TYMSOS	1537.333	0.272	0.756	0.359	0.074	5.000
MRAP2-5	MRAP2	1537.000	-0.006	0.756	-0.007	0.191	5.000
NCOA1-1	NCOA1	1536.000	0.111	0.756	0.147	0.065	5.000
chr4_10	chr4_10	1535.333	0.217	0.756	0.287	0.000	1.000
MAD2L1BP-2	MAD2L1BP	1535.333	-0.059	0.756	-0.078	0.106	5.000
HOXB8-5	HOXB8	1534.667	-0.041	0.756	-0.054	0.089	5.000
PABPC1L-5	PABPC1L	1534.667	0.121	0.756	0.160	0.314	5.000
OIT3-1	OIT3	1534.667	-0.020	0.756	-0.027	0.139	5.000
TRIM36-4	TRIM36	1534.333	0.181	0.756	0.239	0.122	5.000
PPIL2-4	PPIL2	1534.333	-1.734	0.756	-2.294	1.278	5.000
HEXA-3	HEXA	1534.333	0.215	0.756	0.284	0.106	5.000
PKP1-1	PKP1	1533.667	0.106	0.756	0.141	0.137	5.000
QPRT-2	QPRT	1532.667	0.263	0.756	0.348	0.106	5.000
OR51F2-1	OR51F2	1532.000	0.150	0.756	0.199	0.157	5.000
THPO-1	THPO	1531.333	0.335	0.756	0.443	0.141	5.000
HPN-2	HPN	1530.333	-0.160	0.756	-0.212	0.118	5.000
PRR15-5	PRR15	1530.333	0.001	0.756	0.001	0.076	5.000
MSH5-3	MSH5	1529.333	0.334	0.756	0.442	0.242	5.000
RPL30-2	RPL30	1529.000	-0.379	0.756	-0.502	1.170	5.000
SRPK3-4	SRPK3	1528.667	0.184	0.756	0.244	0.166	5.000
ALS2CL-2	ALS2CL	1528.667	0.128	0.756	0.169	0.085	5.000
PRR15-1	PRR15	1528.333	0.109	0.756	0.144	0.076	5.000
CPLX2-1	CPLX2	1528.000	0.255	0.756	0.337	0.533	5.000
BCOR-2	BCOR	1528.000	0.377	0.756	0.498	0.152	5.000
chr1_2	chr1_2	1527.667	0.038	0.756	0.050	0.000	1.000
CST1-4	CST1	1527.333	0.186	0.756	0.245	0.119	5.000
ZSWIM3-1	ZSWIM3	1526.667	0.053	0.756	0.071	0.047	5.000
NFKBID-3	NFKBID	1526.000	0.204	0.756	0.270	0.204	5.000
PDF-2	PDF	1526.000	-0.228	0.756	-0.301	0.160	5.000
CAMK1D-5	CAMK1D	1525.333	0.195	0.756	0.258	0.096	5.000
SFMBT1-3	SFMBT1	1525.000	0.066	0.756	0.088	0.106	5.000
HPGD-3	HPGD	1525.000	0.192	0.756	0.254	0.085	5.000
CNTNAP4-2	CNTNAP4	1524.333	0.170	0.756	0.225	0.092	5.000
NT5C3B-3	NT5C3B	1523.333	0.246	0.756	0.325	0.730	5.000
PSMD6-5	PSMD6	1523.333	-3.529	0.756	-4.667	1.501	5.000
LYZL1-4	LYZL1	1523.000	0.021	0.756	0.028	0.231	5.000
GNA11-5	GNA11	1523.000	0.093	0.756	0.123	0.271	5.000
CEACAM3-2	CEACAM3	1522.667	-0.011	0.756	-0.015	0.207	5.000
PFKL-2	PFKL	1522.667	0.241	0.756	0.319	0.070	5.000
ZNF341-3	ZNF341	1520.667	0.083	0.756	0.110	0.345	5.000
HYDIN-5	HYDIN	1520.000	-0.556	0.756	-0.736	0.359	5.000
ZFHX2-2	ZFHX2	1520.000	0.192	0.756	0.254	0.270	5.000
CCL8-1	CCL8	1519.333	0.038	0.756	0.050	0.168	5.000
XG-2	XG	1518.333	0.393	0.756	0.520	0.532	5.000
IHH-1	IHH	1518.000	-0.184	0.756	-0.243	0.275	4.000
EEF1B2-4	EEF1B2	1518.000	-0.904	0.756	-1.195	0.547	5.000
chr12_1	chr12_1	1517.333	0.212	0.756	0.281	0.000	1.000
CEP78-4	CEP78	1516.667	0.117	0.756	0.154	0.515	5.000
RSF1-2	RSF1	1516.333	0.404	0.756	0.535	0.188	5.000
IQSEC3-3	IQSEC3	1516.333	-0.358	0.756	-0.473	0.318	5.000
ZNF665-4	ZNF665	1515.667	0.170	0.756	0.225	0.341	5.000
LYPD5-3	LYPD5	1515.000	0.052	0.756	0.068	0.134	5.000
GTF3C2-5	GTF3C2	1514.333	0.236	0.756	0.313	0.888	5.000
TK2-2	TK2	1514.333	0.076	0.756	0.100	0.107	5.000
FAM124B-4	FAM124B	1513.000	0.103	0.756	0.136	0.138	5.000
LYPD5-2	LYPD5	1512.333	0.054	0.756	0.072	0.134	5.000
SHF-5	SHF	1511.667	0.116	0.756	0.154	0.068	5.000
chr11_4	chr11_4	1511.333	0.473	0.756	0.626	0.000	1.000
HPRT1-5	HPRT1	1511.333	0.145	0.756	0.192	0.108	5.000
CDHR5-5	CDHR5	1510.667	0.058	0.756	0.077	0.140	5.000
EPN3-3	EPN3	1510.667	0.224	0.756	0.296	0.221	5.000
EGF-4	EGF	1510.667	0.038	0.756	0.051	0.211	5.000
MLH3-5	MLH3	1510.000	-0.246	0.756	-0.325	0.178	5.000
HSFY1-3	HSFY1	1510.000	0.432	0.756	0.572	0.102	5.000
RPL27-3	RPL27	1510.000	0.242	0.766	0.316	1.876	5.000
NEURL1-5	NEURL1	1509.333	0.508	0.766	0.664	0.213	5.000
FAHD2B-3	FAHD2B	1509.000	-0.537	0.766	-0.701	0.511	5.000
CXCL5-1	CXCL5	1509.000	0.477	0.766	0.622	0.237	4.000
DENND6A-4	DENND6A	1508.000	0.150	0.766	0.196	0.011	4.000
B3GALNT1-2	B3GALNT1	1508.000	0.286	0.766	0.373	0.165	5.000
GABRA2-1	GABRA2	1508.000	0.075	0.766	0.098	0.214	5.000
ZFAND2A-2	ZFAND2A	1506.333	0.134	0.766	0.175	0.126	5.000
SYTL4-4	SYTL4	1505.667	0.037	0.766	0.049	0.116	5.000
RFC4-3	RFC4	1505.667	-1.044	0.766	-1.363	1.081	5.000
TMEM159-1	TMEM159	1505.667	0.032	0.766	0.041	0.089	5.000
PRRC2A-5	PRRC2A	1505.000	-0.602	0.766	-0.786	0.339	5.000
CHGA-2	CHGA	1504.667	-0.096	0.766	-0.126	0.237	5.000
POLR2F-1	POLR2F	1504.667	-1.317	0.766	-1.719	0.721	5.000
ALS2CL-4	ALS2CL	1504.333	-0.004	0.766	-0.006	0.085	5.000
TNFSF9-4	TNFSF9	1504.333	0.056	0.766	0.073	0.120	5.000
GMCL1-4	GMCL1	1502.333	0.101	0.766	0.132	0.144	5.000
CDKN1A-2	CDKN1A	1502.000	0.242	0.766	0.316	0.142	5.000
ERCC1-3	ERCC1	1501.333	0.078	0.766	0.102	0.202	5.000
APITD1-4	APITD1	1501.333	-0.003	0.766	-0.004	0.201	5.000
PSMD7-2	PSMD7	1500.667	-3.087	0.766	-4.031	0.944	5.000
TBX10-5	TBX10	1500.333	0.199	0.766	0.260	0.161	5.000
MED12-3	MED12	1500.333	1.356	0.766	1.770	0.201	5.000
SOCS7-4	SOCS7	1500.333	-0.091	0.766	-0.119	0.134	5.000
chr9_9	chr9_9	1500.000	0.208	0.766	0.271	0.000	1.000
RGMA-5	RGMA	1500.000	0.231	0.782	0.295	0.062	5.000
chr14_1	chr14_1	1499.667	0.029	0.782	0.037	0.000	1.000
COL4A6-3	COL4A6	1499.667	0.276	0.782	0.353	0.048	5.000
PLEKHN1-1	PLEKHN1	1499.000	0.320	0.782	0.410	0.149	5.000
TMEM198-5	TMEM198	1498.333	0.037	0.782	0.047	0.295	5.000
TOP3A-3	TOP3A	1498.000	-1.318	0.782	-1.686	0.538	5.000
TRABD-2	TRABD	1497.667	0.037	0.782	0.047	0.239	5.000
PCMT1-1	PCMT1	1497.333	0.061	0.782	0.078	0.099	5.000
ACSL6-3	ACSL6	1496.000	0.154	0.782	0.197	0.126	5.000
HIST1H2AE-5	HIST1H2AE	1495.333	0.123	0.782	0.157	0.418	5.000
GRP-4	GRP	1494.667	0.232	0.782	0.297	0.173	5.000
SRPK3-3	SRPK3	1494.667	0.355	0.782	0.454	0.166	5.000
LY6G5C-4	LY6G5C	1494.333	0.115	0.782	0.147	0.192	5.000
BMP7-5	BMP7	1494.000	0.167	0.782	0.213	0.113	5.000
TTLL2-1	TTLL2	1493.667	0.264	0.782	0.337	0.127	5.000
SLC25A22-5	SLC25A22	1493.667	0.071	0.782	0.090	0.111	5.000
HEXA-1	HEXA	1493.333	0.224	0.782	0.286	0.106	5.000
GGA2-1	GGA2	1493.333	0.135	0.782	0.172	0.188	5.000
SCCPDH-4	SCCPDH	1493.333	0.082	0.782	0.105	0.105	5.000
BCOR-3	BCOR	1493.000	0.297	0.782	0.380	0.152	5.000
QKI-1	QKI	1493.000	0.350	0.782	0.447	0.075	5.000
RNF220-4	RNF220	1492.667	0.213	0.782	0.273	0.127	5.000
APOL1-3	APOL1	1492.667	0.027	0.782	0.034	0.202	5.000
SLC16A13-3	SLC16A13	1492.333	-0.116	0.782	-0.148	0.098	5.000
CPT2-4	CPT2	1492.000	0.073	0.782	0.094	0.149	5.000
RBPJL-5	RBPJL	1491.000	0.063	0.782	0.081	0.073	5.000
UCN2-1	UCN2	1490.667	-0.055	0.782	-0.070	0.142	5.000
INVS-2	INVS	1490.667	0.028	0.782	0.036	0.271	5.000
QPCT-4	QPCT	1490.333	0.062	0.782	0.079	0.118	5.000
RPL9-4	RPL9	1490.000	-0.087	0.782	-0.111	1.621	5.000
TMPRSS12-2	TMPRSS12	1490.000	-0.243	0.782	-0.311	0.107	5.000
chrX_8	chrX_8	1489.667	0.113	0.782	0.144	0.000	1.000
WNK2-2	WNK2	1489.667	0.252	0.782	0.322	0.155	5.000
APITD1-2	APITD1	1489.333	0.075	0.782	0.096	0.201	5.000
LTN1-2	LTN1	1489.333	0.283	0.782	0.362	0.249	5.000
C8orf31-5	C8orf31	1489.000	0.307	0.782	0.393	0.126	5.000
PRR11-4	PRR11	1489.000	-0.000	0.782	-0.000	0.033	5.000
COPS4-1	COPS4	1489.000	-2.327	0.782	-2.976	1.221	5.000
RPS2-4	RPS2	1488.333	-3.027	0.782	-3.872	0.988	5.000
chr2_5	chr2_5	1488.333	0.273	0.782	0.349	0.000	1.000
ARID3A-2	ARID3A	1488.000	0.145	0.782	0.185	0.105	5.000
COL4A1-3	COL4A1	1488.000	0.093	0.782	0.119	0.150	5.000
ZNF692-3	ZNF692	1488.000	0.235	0.782	0.300	0.106	5.000
HYPM-1	HYPM	1487.667	0.244	0.782	0.312	0.104	5.000
SCCPDH-1	SCCPDH	1487.667	0.197	0.782	0.252	0.105	5.000
DNAJB5-4	DNAJB5	1487.333	-0.039	0.782	-0.050	0.162	5.000
TRPM5-4	TRPM5	1486.667	0.383	0.782	0.490	0.152	5.000
PROX1-2	PROX1	1486.667	0.334	0.782	0.427	0.190	5.000
TMEM38B-5	TMEM38B	1486.333	0.003	0.782	0.004	0.081	5.000
MRAP2-1	MRAP2	1485.667	0.154	0.782	0.197	0.191	5.000
ELF5-5	ELF5	1485.333	0.179	0.782	0.228	0.065	5.000
EVC-3	EVC	1485.000	0.253	0.782	0.324	0.076	5.000
HEXA-4	HEXA	1483.333	0.013	0.782	0.016	0.106	5.000
EPN3-4	EPN3	1483.333	0.078	0.782	0.100	0.221	5.000
ALKBH6-4	ALKBH6	1483.000	0.013	0.782	0.016	0.083	5.000
C21orf62-2	C21orf62	1483.000	0.173	0.782	0.221	0.298	5.000
chr12_7	chr12_7	1483.000	-0.102	0.782	-0.130	0.000	1.000
PRKG1-3	PRKG1	1482.333	-0.023	0.782	-0.030	0.108	5.000
DHX36-1	DHX36	1482.000	-1.203	0.782	-1.539	0.508	5.000
HIST1H2BD-1	HIST1H2BD	1481.333	0.170	0.782	0.217	1.881	5.000
CCDC97-3	CCDC97	1481.000	0.037	0.782	0.047	0.173	5.000
TRPM5-5	TRPM5	1480.667	0.206	0.782	0.263	0.152	5.000
PANO1-4	PANO1	1480.333	0.135	0.782	0.173	0.082	5.000
FABP1-2	FABP1	1480.333	0.232	0.782	0.296	0.440	5.000
TRABD-1	TRABD	1480.000	-0.074	0.782	-0.094	0.239	5.000
C10orf82-2	C10orf82	1480.000	0.224	0.782	0.287	0.498	5.000
LMO4-1	LMO4	1479.000	0.095	0.782	0.122	0.108	5.000
POLA1-5	POLA1	1478.667	-1.233	0.782	-1.578	1.405	5.000
ARFRP1-2	ARFRP1	1478.333	-1.620	0.782	-2.073	0.582	5.000
RPS8-4	RPS8	1477.000	-3.666	0.782	-4.689	1.645	5.000
ZNF345-1	ZNF345	1476.667	0.135	0.782	0.173	0.130	5.000
CUEDC1-4	CUEDC1	1476.667	0.103	0.782	0.132	0.264	5.000
SERINC1-2	SERINC1	1475.000	0.147	0.782	0.188	0.120	5.000
PSMC1-1	PSMC1	1474.333	-1.710	0.782	-2.188	0.962	5.000
XPA-2	XPA	1474.000	0.243	0.782	0.311	0.324	5.000
RGMA-4	RGMA	1473.667	0.121	0.782	0.155	0.062	5.000
LFNG-4	LFNG	1473.667	0.159	0.782	0.203	0.123	5.000
POLR2A-3	POLR2A	1473.667	-0.284	0.782	-0.363	1.424	5.000
TOP3A-5	TOP3A	1473.333	-0.229	0.782	-0.293	0.538	5.000
CKM-3	CKM	1473.333	0.311	0.782	0.398	0.179	5.000
QKI-5	QKI	1473.333	0.396	0.782	0.506	0.075	5.000
IGSF22-2	IGSF22	1473.000	0.215	0.782	0.275	0.325	5.000
PLCB2-2	PLCB2	1473.000	-0.362	0.782	-0.462	0.294	5.000
PSMA3-1	PSMA3	1472.000	-1.891	0.782	-2.419	1.760	5.000
OLFML3-3	OLFML3	1472.000	-0.050	0.782	-0.065	0.203	5.000
SESN1-5	SESN1	1471.667	0.064	0.782	0.081	0.068	5.000
GRHL1-3	GRHL1	1471.333	0.214	0.782	0.274	0.092	5.000
ACE2-1	ACE2	1471.333	0.192	0.782	0.245	0.092	5.000
QKI-3	QKI	1471.000	0.222	0.782	0.284	0.075	5.000
GJC3-1	GJC3	1470.667	-0.128	0.782	-0.164	0.336	5.000
LMOD3-1	LMOD3	1470.333	0.144	0.782	0.185	0.117	5.000
ZNF223-4	ZNF223	1470.000	0.116	0.782	0.148	0.212	5.000
NANOS1-2	NANOS1	1469.333	-0.016	0.782	-0.021	0.126	5.000
RPS13-1	RPS13	1468.667	-3.321	0.782	-4.248	1.494	5.000
KIAA0825-1	KIAA0825	1468.667	0.094	0.782	0.120	0.294	5.000
C3orf67-3	C3orf67	1468.333	0.186	0.782	0.238	0.096	5.000
MSH3-5	MSH3	1468.333	0.235	0.782	0.301	0.093	5.000
ST6GAL2-3	ST6GAL2	1467.333	0.075	0.782	0.095	0.153	5.000
ELK1-5	ELK1	1467.000	0.285	0.782	0.365	0.666	5.000
TRIM36-1	TRIM36	1467.000	0.240	0.782	0.307	0.122	5.000
ARFGAP3-2	ARFGAP3	1466.333	0.267	0.812	0.329	0.062	5.000
PSMD11-3	PSMD11	1465.667	-1.944	0.812	-2.394	1.817	5.000
COL4A1-2	COL4A1	1465.667	0.072	0.812	0.089	0.150	5.000
VIPR2-1	VIPR2	1465.667	-0.047	0.812	-0.058	0.207	5.000
HIST4H4-3	HIST4H4	1465.333	-0.291	0.812	-0.358	0.837	5.000
chr4_3	chr4_3	1464.667	0.444	0.812	0.546	0.000	1.000
chr20_3	chr20_3	1464.667	0.428	0.812	0.527	0.000	1.000
GAGE12I-4	GAGE12I	1464.333	-0.149	0.812	-0.183	0.173	5.000
RPL35A-3	RPL35A	1464.333	-0.101	0.812	-0.125	1.419	5.000
HIST1H2BH-1	HIST1H2BH	1464.333	-0.112	0.812	-0.139	1.700	5.000
NR0B2-1	NR0B2	1464.000	0.126	0.812	0.155	0.086	5.000
MFHAS1-5	MFHAS1	1464.000	-0.007	0.812	-0.008	0.237	5.000
DIMT1-5	DIMT1	1464.000	-2.221	0.812	-2.735	0.484	5.000
MPP3-5	MPP3	1464.000	-0.058	0.812	-0.072	0.177	5.000
MSH3-2	MSH3	1463.333	0.027	0.812	0.033	0.093	5.000
VEZT-4	VEZT	1463.333	-0.514	0.812	-0.633	0.225	5.000
ZCCHC10-5	ZCCHC10	1463.000	-0.179	0.812	-0.221	0.192	5.000
CYP2U1-4	CYP2U1	1463.000	0.097	0.812	0.120	0.111	5.000
DMRTC1B-2	DMRTC1B	1462.667	0.147	0.812	0.181	0.171	5.000
TGIF2-1	TGIF2	1462.000	0.412	0.812	0.507	0.127	5.000
PRSS23-4	PRSS23	1461.667	0.119	0.812	0.146	0.044	5.000
LCE6A-1	LCE6A	1461.333	0.144	0.812	0.178	0.188	5.000
MICB-1	MICB	1461.000	-0.287	0.812	-0.354	0.274	5.000
EVC-5	EVC	1460.667	0.364	0.812	0.449	0.076	5.000
EYA1-3	EYA1	1460.667	0.056	0.812	0.069	0.223	5.000
RFC4-4	RFC4	1460.333	-1.666	0.812	-2.052	1.081	5.000
RPS8-5	RPS8	1459.667	-1.291	0.812	-1.590	1.645	5.000
chr9_7	chr9_7	1459.667	0.290	0.812	0.358	0.000	1.000
FOXP3-4	FOXP3	1459.667	0.334	0.812	0.411	0.078	5.000
chr10_6	chr10_6	1458.667	0.082	0.812	0.101	0.000	1.000
FAM217A-2	FAM217A	1458.667	0.158	0.812	0.194	0.092	5.000
SHC2-5	SHC2	1458.667	0.133	0.812	0.164	0.288	5.000
CANT1-1	CANT1	1457.667	0.209	0.812	0.257	0.194	5.000
UGT1A7-1	UGT1A7	1457.333	-0.225	0.812	-0.277	0.947	5.000
FOXRED2-4	FOXRED2	1457.333	-0.075	0.812	-0.093	0.182	5.000
SDR42E1-5	SDR42E1	1457.000	0.094	0.812	0.116	0.205	5.000
PHF19-5	PHF19	1456.667	0.065	0.812	0.081	0.112	5.000
IFT27-4	IFT27	1456.333	0.196	0.812	0.241	0.707	5.000
SLC38A5-2	SLC38A5	1456.000	0.120	0.812	0.148	0.070	5.000
DFNB59-1	DFNB59	1455.667	-0.174	0.812	-0.214	0.456	5.000
MAD2L1BP-3	MAD2L1BP	1455.333	-0.113	0.812	-0.139	0.106	5.000
C2orf16-5	C2orf16	1454.333	0.181	0.812	0.223	0.079	5.000
OR6N2-4	OR6N2	1454.000	-0.000	0.812	-0.000	0.079	5.000
MDM2-3	MDM2	1453.667	0.272	0.812	0.336	0.158	5.000
LYPD8-2	LYPD8	1452.667	0.029	0.812	0.036	0.117	5.000
MORN4-3	MORN4	1452.333	0.017	0.812	0.021	0.219	5.000
OGFOD1-1	OGFOD1	1452.000	0.055	0.812	0.068	0.108	5.000
MOGAT2-3	MOGAT2	1451.333	0.090	0.812	0.111	0.138	5.000
HYPM-2	HYPM	1451.000	0.253	0.812	0.312	0.104	5.000
NEURL1-3	NEURL1	1450.667	0.123	0.812	0.152	0.213	5.000
MOGAT1-1	MOGAT1	1450.667	0.094	0.812	0.115	0.157	5.000
EXO1-1	EXO1	1450.333	-0.191	0.812	-0.235	0.160	5.000
TNNC2-1	TNNC2	1450.000	0.368	0.812	0.453	0.390	5.000
DDB1-2	DDB1	1449.667	-2.277	0.812	-2.804	1.008	5.000
NMUR2-5	NMUR2	1449.333	0.156	0.812	0.192	0.126	5.000
SPIN3-5	SPIN3	1449.333	0.120	0.812	0.148	0.134	5.000
NEU4-4	NEU4	1448.667	0.291	0.812	0.359	0.073	5.000
OIT3-3	OIT3	1448.333	0.131	0.812	0.161	0.139	5.000
STX16-5	STX16	1448.333	-0.192	0.812	-0.236	0.195	5.000
chr14_5	chr14_5	1448.333	0.325	0.812	0.401	0.000	1.000
EYS-5	EYS	1448.000	-0.269	0.812	-0.332	0.130	5.000
RFC3-3	RFC3	1447.000	-3.572	0.812	-4.399	0.741	5.000
CLDN7-2	CLDN7	1447.000	-0.111	0.812	-0.136	0.181	5.000
ZNF345-3	ZNF345	1447.000	0.135	0.812	0.166	0.130	5.000
chr2_1	chr2_1	1446.667	-0.141	0.812	-0.174	0.000	1.000
chr17_11	chr17_11	1446.333	-0.139	0.812	-0.172	0.000	1.000
POLR2A-5	POLR2A	1446.000	-2.103	0.812	-2.589	1.424	5.000
HDHD3-1	HDHD3	1446.000	-0.032	0.812	-0.040	0.129	5.000
NEDD4-4	NEDD4	1445.667	0.047	0.812	0.058	0.059	5.000
WNK2-5	WNK2	1445.333	-0.039	0.812	-0.049	0.155	5.000
CEMP1-1	CEMP1	1445.000	0.209	0.812	0.258	0.184	5.000
HSBP1-5	HSBP1	1444.667	0.348	0.812	0.429	0.190	5.000
NMUR2-2	NMUR2	1444.000	-0.009	0.812	-0.012	0.126	5.000
BLM-5	BLM	1444.000	-0.145	0.812	-0.178	0.363	5.000
LCE6A-3	LCE6A	1443.333	-0.136	0.812	-0.167	0.188	5.000
TRIM7-3	TRIM7	1443.000	0.294	0.812	0.362	0.157	5.000
PCNA-2	PCNA	1442.333	-4.405	0.812	-5.425	1.075	5.000
AGR2-3	AGR2	1441.667	0.225	0.812	0.277	0.197	5.000
FOXP3-2	FOXP3	1441.667	0.259	0.812	0.319	0.078	5.000
chr3_5	chr3_5	1441.000	0.308	0.812	0.379	0.000	1.000
CHGA-1	CHGA	1440.667	-0.262	0.812	-0.323	0.237	5.000
BMP3-3	BMP3	1440.333	0.095	0.812	0.116	0.223	5.000
PCDHA1-5	PCDHA1	1440.000	0.234	0.812	0.289	0.135	5.000
HDAC5-1	HDAC5	1439.667	-0.055	0.812	-0.067	0.221	5.000
TNNT1-5	TNNT1	1439.667	-0.177	0.812	-0.218	0.143	5.000
SWT1-5	SWT1	1439.333	0.216	0.812	0.267	0.145	5.000
TNNC2-5	TNNC2	1439.000	0.063	0.812	0.078	0.390	5.000
chr8_9	chr8_9	1439.000	0.353	0.812	0.435	0.000	1.000
LFNG-5	LFNG	1438.333	0.189	0.812	0.233	0.123	5.000
RPA2-5	RPA2	1438.000	-2.677	0.812	-3.297	1.716	5.000
ZFP36L2-4	ZFP36L2	1437.667	-0.022	0.812	-0.027	0.192	5.000
chr5_7	chr5_7	1437.667	0.320	0.812	0.395	0.000	1.000
ACSL6-5	ACSL6	1437.000	0.384	0.812	0.472	0.126	5.000
CDRT4-5	CDRT4	1436.667	0.102	0.812	0.126	0.088	5.000
FBLN2-3	FBLN2	1436.667	0.138	0.812	0.170	0.288	5.000
RMI1-1	RMI1	1436.667	-0.241	0.812	-0.296	0.133	5.000
chr10_10	chr10_10	1435.333	-0.030	0.812	-0.037	0.000	1.000
FEN1-3	FEN1	1434.667	0.209	0.812	0.258	0.189	5.000
C10orf82-4	C10orf82	1434.333	0.103	0.812	0.127	0.498	5.000
TGIF2-5	TGIF2	1432.333	0.173	0.812	0.213	0.127	5.000
F10-4	F10	1431.667	0.154	0.812	0.189	0.036	5.000
HYDIN-2	HYDIN	1431.667	0.229	0.812	0.282	0.359	5.000
CRHR2-1	CRHR2	1431.667	0.159	0.812	0.195	0.113	5.000
ATF6B-4	ATF6B	1431.667	0.134	0.812	0.165	0.144	5.000
CEACAM5-1	CEACAM5	1431.333	0.275	0.812	0.339	0.298	5.000
GGA3-4	GGA3	1431.000	-0.005	0.812	-0.006	0.153	5.000
RFC3-1	RFC3	1431.000	-3.525	0.812	-4.341	0.741	5.000
AADAT-2	AADAT	1430.333	0.127	0.812	0.156	0.041	5.000
HDHD3-4	HDHD3	1429.667	0.059	0.812	0.073	0.129	5.000
chr6_9	chr6_9	1429.333	0.256	0.812	0.315	0.000	1.000
ASTE1-1	ASTE1	1428.000	0.210	0.812	0.258	0.114	5.000
ASCL2-3	ASCL2	1428.000	0.417	0.812	0.514	0.615	5.000
ATF6B-3	ATF6B	1427.000	-0.034	0.812	-0.042	0.144	5.000
ZNF485-5	ZNF485	1426.667	0.054	0.812	0.066	0.233	5.000
ARFGAP3-4	ARFGAP3	1426.667	0.180	0.812	0.221	0.062	5.000
KRTAP12-4-3	KRTAP12-4	1426.000	0.314	0.812	0.387	0.497	5.000
PHC3-4	PHC3	1426.000	0.059	0.812	0.072	0.131	5.000
TBC1D9-3	TBC1D9	1426.000	0.253	0.812	0.312	0.112	5.000
FCN2-1	FCN2	1426.000	0.145	0.812	0.179	0.098	5.000
chr2_11	chr2_11	1425.333	0.223	0.812	0.274	0.000	1.000
RLN2-1	RLN2	1424.667	0.403	0.812	0.497	0.136	5.000
SHROOM2-4	SHROOM2	1424.333	0.246	0.812	0.303	0.124	5.000
RPL35A-1	RPL35A	1424.000	-2.494	0.812	-3.071	1.419	5.000
